long_official_team_id,platformGameId,teamID,building_destroyed,destroyed_opponent_buildings,champion_kill,baron_kill,riftHerald_kill,dragon_kill,first_baron_team,first_riftHerald_team,game_end,ward_killed,ward_placed,match_numbers,team_name
110534714934488523,"ESPORTSTMNT03:3195262, ESPORTSTMNT03:3197195, ESPORTSTMNT03:3198294, ESPORTSTMNT03:3199274, ESPORTSTMNT03:3199525, ESPORTSTMNT03:3200543, ESPORTSTMNT01:3379021, ESPORTSTMNT01:3380031, ESPORTSTMNT01:3380050, ESPORTSTMNT01:3386918, ESPORTSTMNT01:3387868, ESPORTSTMNT01:3388033",1900,107,64,199,6,13,26,5,7,4,335,981,12,CB Gaming
107580483738977500,"ESPORTSTMNT03:3195262, ESPORTSTMNT03:3197195, ESPORTSTMNT03:3198298, ESPORTSTMNT03:3198299, ESPORTSTMNT03:3198622, ESPORTSTMNT03:3198623, ESPORTSTMNT03:3198740, ESPORTSTMNT03:3198741, ESPORTSTMNT03:3199525, ESPORTSTMNT03:3200543, ESPORTSTMNT03:3200609, ESPORTSTMNT03:3200718, ESPORTSTMNT01:3378902, ESPORTSTMNT01:3379020, ESPORTSTMNT01:3388003, ESPORTSTMNT01:3388020, ESPORTSTMNT01:3387856, ESPORTSTMNT01:3391825, ESPORTSTMNT01:3393597, ESPORTSTMNT01:3393856, ESPORTSTMNT01:3393858, ESPORTSTMNT01:3394799, ESPORTSTMNT01:3394829, ESPORTSTMNT01:3394831, ESPORTSTMNT01:3395123, ESPORTSTMNT01:3395129, ESPORTSTMNT01:3395131, ESPORTSTMNT01:3301814, ESPORTSTMNT01:3302753, ESPORTSTMNT01:3313276, ESPORTSTMNT01:3314288, ESPORTSTMNT01:3315993, ESPORTSTMNT01:3316869, ESPORTSTMNT01:3318007, ESPORTSTMNT03:3127560, ESPORTSTMNT03:3127570, ESPORTSTMNT03:3129850, ESPORTSTMNT03:3130808, ESPORTSTMNT03:3131791, ESPORTSTMNT06:2776061, ESPORTSTMNT06:2777076",6400,245,305,711,29,39,84,20,20,23,1477,3293,41,Winthrop University
110733881542862348,"ESPORTSTMNT03:3195276, ESPORTSTMNT03:3197182",300,13,15,27,2,1,3,1,1,1,44,279,2,Cold Hearted
109783149221216052,"ESPORTSTMNT03:3195276, ESPORTSTMNT03:3197182, ESPORTSTMNT03:3198292, ESPORTSTMNT03:3198296, ESPORTSTMNT03:3198622, ESPORTSTMNT03:3198623, ESPORTSTMNT03:3200609, ESPORTSTMNT01:3381455, ESPORTSTMNT01:3381478, ESPORTSTMNT01:3390110, ESPORTSTMNT01:3393607, ESPORTSTMNT01:3393856, ESPORTSTMNT01:3393858, ESPORTSTMNT01:3394584, ESPORTSTMNT01:3394799, ESPORTSTMNT01:3301817, ESPORTSTMNT01:3302706, ESPORTSTMNT01:3312378, ESPORTSTMNT01:3313314, ESPORTSTMNT01:3315982, ESPORTSTMNT01:3317821, ESPORTSTMNT01:3317832, ESPORTSTMNT01:3317943, ESPORTSTMNT01:3318088, ESPORTSTMNT03:3126319, ESPORTSTMNT03:3126332, ESPORTSTMNT03:3129750, ESPORTSTMNT03:3130694, ESPORTSTMNT03:3130701, ESPORTSTMNT03:3132235, ESPORTSTMNT03:3134196",4600,220,203,469,17,30,49,13,14,16,973,2192,31,Lit Esports
110534700622694005,"ESPORTSTMNT03:3195300, ESPORTSTMNT03:3197205, ESPORTSTMNT03:3198298, ESPORTSTMNT03:3198299, ESPORTSTMNT01:3379605, ESPORTSTMNT01:3380571, ESPORTSTMNT01:3388312, ESPORTSTMNT01:3390141",1300,95,21,102,3,9,12,2,7,0,173,627,8,Aporia
110733864366329081,"ESPORTSTMNT03:3195300, ESPORTSTMNT03:3197205, ESPORTSTMNT03:3198294, ESPORTSTMNT03:3198621, ESPORTSTMNT03:3199274, ESPORTSTMNT03:3200613, ESPORTSTMNT03:3200614",700,34,67,159,8,7,16,5,2,5,143,472,7,Team E Turner
110534696811298545,"ESPORTSTMNT03:3195306, ESPORTSTMNT03:3196275, ESPORTSTMNT03:3198292, ESPORTSTMNT03:3198296, ESPORTSTMNT03:3198611, ESPORTSTMNT03:3199520, ESPORTSTMNT03:3200536, ESPORTSTMNT03:3200539, ESPORTSTMNT03:3200605, ESPORTSTMNT01:3380569, ESPORTSTMNT01:3380589, ESPORTSTMNT01:3381505, ESPORTSTMNT01:3388315, ESPORTSTMNT01:3390124, ESPORTSTMNT01:3391624, ESPORTSTMNT01:3391812, ESPORTSTMNT01:3393423, ESPORTSTMNT01:3393431, ESPORTSTMNT01:3394576",2900,159,131,278,12,23,45,8,12,9,613,1493,19,Apex Mission Impossible
109981647134921596,"ESPORTSTMNT03:3195306, ESPORTSTMNT03:3196275, ESPORTSTMNT03:3199520, ESPORTSTMNT03:3200536, ESPORTSTMNT03:3200539, ESPORTSTMNT01:3379097, ESPORTSTMNT01:3379147, ESPORTSTMNT01:3380104, ESPORTSTMNT01:3386918, ESPORTSTMNT01:3387868, ESPORTSTMNT01:3388033, ESPORTSTMNT01:3391622, ESPORTSTMNT01:3394388, ESPORTSTMNT01:3394399, ESPORTSTMNT01:3391825, ESPORTSTMNT01:3393597, ESPORTSTMNT03:3127506, ESPORTSTMNT03:3128482, ESPORTSTMNT03:3129840, ESPORTSTMNT03:3131781, ESPORTSTMNT03:3131788, ESPORTSTMNT03:3132225, ESPORTSTMNT03:3133219, ESPORTSTMNT03:3133273, ESPORTSTMNT03:3133281, ESPORTSTMNT03:3134198, ESPORTSTMNT03:3134246",3900,205,198,436,19,17,59,9,10,12,1000,2547,27,CCG Esports
110733889090164854,"ESPORTSTMNT03:3196037, ESPORTSTMNT03:3196049, ESPORTSTMNT03:3198199, ESPORTSTMNT03:3198544, ESPORTSTMNT03:3198546, ESPORTSTMNT03:3199178, ESPORTSTMNT03:3200168",1000,62,32,107,5,5,9,3,3,2,190,546,7,Return of the Middlesticks
109981650516317055,"ESPORTSTMNT03:3196037, ESPORTSTMNT03:3196049, ESPORTSTMNT03:3198185, ESPORTSTMNT03:3198611, ESPORTSTMNT03:3198727, ESPORTSTMNT03:3198737, ESPORTSTMNT03:3198743, ESPORTSTMNT03:3198744, ESPORTSTMNT03:3199703, ESPORTSTMNT03:3200156, ESPORTSTMNT03:3200605, ESPORTSTMNT03:3200722, ESPORTSTMNT01:3379021, ESPORTSTMNT01:3380031, ESPORTSTMNT01:3380050, ESPORTSTMNT01:3386875, ESPORTSTMNT01:3386889, ESPORTSTMNT01:3391812, ESPORTSTMNT01:3394576, ESPORTSTMNT01:3394793, ESPORTSTMNT01:3394797, ESPORTSTMNT01:3395093, ESPORTSTMNT03:3129840, ESPORTSTMNT03:3131781, ESPORTSTMNT03:3131788, ESPORTSTMNT03:3133280, ESPORTSTMNT03:3134254",4100,131,252,486,22,27,64,19,12,20,877,2353,27,Mirage Alliance
110534728305628996,"ESPORTSTMNT03:3196057, ESPORTSTMNT03:3197025, ESPORTSTMNT03:3198196, ESPORTSTMNT03:3198206, ESPORTSTMNT03:3200165, ESPORTSTMNT01:3378943, ESPORTSTMNT01:3379122, ESPORTSTMNT01:3388041, ESPORTSTMNT01:3388047, ESPORTSTMNT01:3388051, ESPORTSTMNT01:3393609, ESPORTSTMNT01:3394412, ESPORTSTMNT01:3394416, ESPORTSTMNT01:3394585",2300,111,88,230,7,6,32,5,3,6,402,1136,14,Kelyx's Grandpa Gamers
110733870612047344,"ESPORTSTMNT03:3196057, ESPORTSTMNT03:3197025, ESPORTSTMNT03:3198183, ESPORTSTMNT03:3198612, ESPORTSTMNT03:3198740, ESPORTSTMNT03:3198741, ESPORTSTMNT03:3198743, ESPORTSTMNT03:3198744, ESPORTSTMNT03:3199172, ESPORTSTMNT03:3200607, ESPORTSTMNT03:3200718, ESPORTSTMNT03:3200722",1900,68,120,265,16,20,32,9,8,7,330,1216,12,Team Coachify
110534732558665825,"ESPORTSTMNT03:3196058, ESPORTSTMNT03:3197014, ESPORTSTMNT03:3198199, ESPORTSTMNT03:3199178, ESPORTSTMNT03:3200168, ESPORTSTMNT01:3378943, ESPORTSTMNT01:3379122, ESPORTSTMNT01:3388003, ESPORTSTMNT01:3388020, ESPORTSTMNT01:3387856, ESPORTSTMNT01:3394412, ESPORTSTMNT01:3394416",1700,93,68,182,4,12,18,4,6,4,306,835,12,Komodo
110733877357854829,"ESPORTSTMNT03:3196058, ESPORTSTMNT03:3197014, ESPORTSTMNT03:3198185, ESPORTSTMNT03:3198544, ESPORTSTMNT03:3198546, ESPORTSTMNT03:3198612, ESPORTSTMNT03:3200156, ESPORTSTMNT03:3200607",1200,58,49,138,4,7,12,3,3,4,239,494,8,Gentle Hearts Gaming
None,"ESPORTSTMNT03:3198621, ESPORTSTMNT06:2819608, ESPORTSTMNT04:2686307, ESPORTSTMNT06:2816418, ESPORTSTMNT06:2816453, ESPORTSTMNT06:2816814, ESPORTSTMNT04:2684415, LPL_A:343937, ESPORTSTMNT03:3193284, ESPORTSTMNT02:3210045, ESPORTSTMNT02:3213912, ESPORTSTMNT04:2684933, ESPORTSTMNT01:3308923, ESPORTSTMNT02:3162231, ESPORTSTMNT03:3114238, ESPORTSTMNT01:3327794, ESPORTSTMNT01:3340199, ESPORTSTMNT02:3153318, LPL_A:334154, , , , , LPL_A:330319, , , ESPORTSTMNT01:3332332, ESPORTSTMNT02:3186900, ESPORTSTMNT02:3169465, ESPORTSTMNT03:3084286, ESPORTSTMNT03:3091840, ESPORTSTMNT03:3092539, ESPORTSTMNT01:3331534, ESPORTSTMNT03:3125458, ESPORTSTMNT04:2672210, ESPORTSTMNT05:3217262, ESPORTSTMNT06:2773789, ESPORTSTMNT06:2774574, ESPORTSTMNT06:2774995, ESPORTSTMNT05:3217468, ESPORTSTMNT05:3220308, ESPORTSTMNT05:3223070, ESPORTSTMNT05:3222333, ESPORTSTMNT05:3222576, ESPORTSTMNT01:3324401, ESPORTSTMNT03:3116305, ESPORTSTMNT03:3124670, ESPORTSTMNT04:2665600, ESPORTSTMNT04:2666078, ESPORTSTMNT06:2768330, ESPORTSTMNT01:3369306, ESPORTSTMNT04:2669292, ESPORTSTMNT01:3384040, ESPORTSTMNT04:2683835, ESPORTSTMNT04:2684864, ESPORTSTMNT04:2687403, ESPORTSTMNT06:2817532, ESPORTSTMNT06:2823290, ESPORTSTMNT01:3315715, ESPORTSTMNT03:3094552, ESPORTSTMNT01:3341010, ESPORTSTMNT01:3344149, ESPORTSTMNT04:2663405, ESPORTSTMNT04:2663983, ESPORTSTMNT05:3217472, ESPORTSTMNT06:2773248, ESPORTSTMNT01:3336423, ESPORTSTMNT01:3338354, ESPORTSTMNT04:2692265, ESPORTSTMNT01:3380759, ESPORTSTMNT01:3381222, ESPORTSTMNT01:3375747, ESPORTSTMNT01:3412005, ESPORTSTMNT03:3091057, ESPORTSTMNT03:3119630, ESPORTSTMNT03:3094541, ESPORTSTMNT01:3332318, ESPORTSTMNT01:3337944, ESPORTSTMNT02:3163529, ESPORTSTMNT01:3368936, ESPORTSTMNT03:3183529, ESPORTSTMNT02:3219830, ESPORTSTMNT01:3408676, ESPORTSTMNT01:3412825, ESPORTSTMNT05:3220086, ESPORTSTMNT01:3325740, ESPORTSTMNT03:3124405, ESPORTSTMNT02:3216907, ESPORTSTMNT03:3143703, ESPORTSTMNT03:3196300, ESPORTSTMNT01:3337062, ESPORTSTMNT01:3341407, ESPORTSTMNT01:3294629, ESPORTSTMNT01:3303404, ESPORTSTMNT01:3312388, ESPORTSTMNT02:3154434, ESPORTSTMNT02:3152965, ESPORTSTMNT02:3165680, ESPORTSTMNT03:3118502, ESPORTSTMNT01:3334456, ESPORTSTMNT01:3339224, ESPORTSTMNT02:3152175, ESPORTSTMNT03:3086262, ESPORTSTMNT03:3130702, ESPORTSTMNT06:2769929, ESPORTSTMNT02:3152188, ESPORTSTMNT03:3129750, ESPORTSTMNT01:3325205, ESPORTSTMNT01:3332787, ESPORTSTMNT04:2664138, ESPORTSTMNT04:2669466, ESPORTSTMNT06:2775487, ESPORTSTMNT01:3305565, ESPORTSTMNT04:2670264, ESPORTSTMNT01:3337860, ESPORTSTMNT01:3340066, ESPORTSTMNT01:3333811, ESPORTSTMNT03:3091504, ESPORTSTMNT01:3313115, ESPORTSTMNT01:3328298, ESPORTSTMNT01:3333009, ESPORTSTMNT01:3333240, ESPORTSTMNT03:3098787",36000,34,831,112,3,83,13,2,5,3,0,0,123,
